 X,Y,Z,U,V,W,R
   750.07821 ,   803.49744 ,    -9.30539 ,    -0.00002 ,    -0.00061 ,    -0.00036 ,     4.54133
   777.22254 ,   700.05260 ,  -147.03098 ,    -0.00071 ,     0.00077 ,     0.00055 ,     4.04992
   638.08817 ,   675.37719 ,    -7.29256 ,    -0.00003 ,    -0.00088 ,     0.00004 ,     4.12477
   629.84772 ,   593.92897 ,   -16.40250 ,    -0.00022 ,     0.00046 ,     0.00073 ,     4.64483
   580.67397 ,   645.95608 ,   102.69278 ,    -0.00054 ,    -0.00027 ,    -0.00012 ,     4.78604
   666.01035 ,   676.70171 ,    72.31403 ,    -0.00004 ,     0.00036 ,     0.00091 ,     5.64139
   752.52029 ,   710.71620 ,    10.01229 ,     0.00064 ,     0.00072 ,     0.00096 ,     5.11529
   831.78924 ,   706.47948 ,    37.91480 ,     0.00046 ,     0.00070 ,    -0.00032 ,     5.42137
   759.89924 ,   727.64136 ,    39.07345 ,     0.00038 ,    -0.00052 ,     0.00084 ,     4.42176
   759.46887 ,   698.28336 ,   108.42367 ,     0.00072 ,     0.00060 ,     0.00055 ,     4.81516
   593.22687 ,   704.89248 ,  -141.04133 ,    -0.00067 ,    -0.00003 ,     0.00072 ,     4.95179
   652.41058 ,   798.21893 ,   134.32901 ,    -0.00038 ,    -0.00085 ,    -0.00031 ,     5.26867
   751.68325 ,   692.13355 ,    66.85115 ,    -0.00078 ,     0.00056 ,     0.00028 ,     5.73586
   745.68051 ,   690.56878 ,   -27.51112 ,    -0.00015 ,    -0.00075 ,     0.00020 ,     4.97423
   727.30886 ,   723.01971 ,   -24.41942 ,    -0.00036 ,    -0.00013 ,    -0.00089 ,     4.75318
   736.96453 ,   701.83389 ,  -147.12035 ,     0.00035 ,    -0.00017 ,    -0.00080 ,     4.32835
   700.57364 ,   700.52646 ,  -185.20180 ,     0.00099 ,    -0.00067 ,     0.00063 ,     4.48340
   784.22855 ,   672.30253 ,   -23.18681 ,     0.00033 ,     0.00089 ,    -0.00038 ,     5.37726
   709.30175 ,   689.51374 ,  -145.25475 ,    -0.00055 ,     0.00037 ,    -0.00083 ,     5.56224
   635.47417 ,   643.27122 ,   125.45961 ,     0.00079 ,     0.00007 ,    -0.00076 ,     4.11926
   725.15551 ,   693.64684 ,   -51.84127 ,    -0.00038 ,    -0.00056 ,    -0.00001 ,     4.40135
   729.03985 ,   706.74783 ,   101.74247 ,    -0.00026 ,    -0.00085 ,     0.00089 ,     4.37305
   645.75104 ,   662.85217 ,   124.35253 ,     0.00080 ,     0.00096 ,    -0.00020 ,     5.21713
   704.64164 ,   861.02914 ,    58.43801 ,     0.00098 ,    -0.00054 ,    -0.00084 ,     4.03997
   832.72243 ,   632.82238 ,    -1.86682 ,     0.00097 ,     0.00089 ,    -0.00030 ,     5.00445
   603.76997 ,   666.33684 ,   128.55075 ,     0.00052 ,    -0.00040 ,     0.00014 ,     4.42366
   590.88590 ,   719.71385 ,  -104.60984 ,     0.00059 ,     0.00041 ,    -0.00018 ,     5.00371
   787.71743 ,   748.27789 ,    55.89113 ,    -0.00018 ,     0.00067 ,    -0.00072 ,     4.55980
   685.02034 ,   717.42716 ,  -132.19611 ,    -0.00018 ,     0.00044 ,     0.00067 ,     4.11864
   683.61287 ,   656.90615 ,   -98.99055 ,     0.00083 ,    -0.00083 ,     0.00052 ,     5.22759
   717.16821 ,   781.71879 ,  -109.88934 ,    -0.00055 ,     0.00023 ,     0.00036 ,     4.84723
   832.45472 ,   588.19055 ,    75.78530 ,    -0.00012 ,    -0.00041 ,    -0.00014 ,     5.60681
   771.65067 ,   763.47423 ,   166.59841 ,     0.00060 ,     0.00014 ,    -0.00079 ,     5.91411
   667.22748 ,   561.65861 ,  -102.22057 ,     0.00096 ,    -0.00044 ,    -0.00049 ,     5.39228
   719.90401 ,   703.54306 ,   182.97064 ,     0.00065 ,     0.00069 ,     0.00066 ,     5.17664
   706.14564 ,   680.03962 ,   -24.60644 ,     0.00048 ,     0.00098 ,     0.00048 ,     4.13283
   739.91814 ,   776.82968 ,    52.78555 ,    -0.00092 ,     0.00054 ,    -0.00064 ,     5.89686
   794.72108 ,   571.43896 ,    -9.14625 ,    -0.00025 ,     0.00032 ,    -0.00078 ,     4.00787
   718.25515 ,   679.98453 ,   -97.99686 ,     0.00075 ,     0.00098 ,    -0.00058 ,     5.51405
   667.33776 ,   678.69651 ,  -176.65635 ,    -0.00088 ,    -0.00064 ,    -0.00006 ,     5.89991
   655.85023 ,   736.12845 ,     4.21117 ,     0.00088 ,     0.00063 ,    -0.00004 ,     5.72071
   737.75073 ,   782.60874 ,   -45.74889 ,    -0.00024 ,    -0.00040 ,     0.00091 ,     4.01574
   631.60838 ,   704.41071 ,  -173.45620 ,     0.00072 ,     0.00089 ,    -0.00060 ,     5.94501
   720.40650 ,   781.56210 ,  -166.65885 ,    -0.00097 ,     0.00026 ,     0.00069 ,     4.26482
   709.87894 ,   724.27361 ,   173.93608 ,    -0.00026 ,     0.00089 ,     0.00092 ,     4.97881
   753.26179 ,   809.53323 ,    22.81142 ,     0.00061 ,    -0.00061 ,    -0.00016 ,     4.65221
   707.33440 ,   698.31226 ,   177.96817 ,     0.00014 ,     0.00038 ,     0.00018 ,     4.32570
   678.62535 ,   686.17711 ,   -93.46349 ,    -0.00031 ,     0.00032 ,    -0.00068 ,     5.26331
   782.79447 ,   701.62263 ,    -2.69068 ,     0.00015 ,     0.00024 ,    -0.00075 ,     4.85936
   684.79674 ,   753.03639 ,   134.50627 ,    -0.00015 ,     0.00031 ,     0.00092 ,     4.13793
   660.30759 ,   822.11841 ,  -145.53537 ,     0.00008 ,    -0.00039 ,     0.00097 ,     5.75377
   646.97473 ,   736.29970 ,    55.63594 ,    -0.00008 ,    -0.00092 ,     0.00063 ,     4.61582
   705.44793 ,   649.64414 ,  -184.18273 ,     0.00055 ,    -0.00058 ,     0.00020 ,     4.00125
   628.17696 ,   725.25227 ,    23.13111 ,    -0.00099 ,     0.00057 ,    -0.00029 ,     5.12140
   695.34821 ,   702.58017 ,   171.41796 ,     0.00042 ,    -0.00088 ,    -0.00075 ,     4.57680
   679.31688 ,   645.51916 ,    71.24495 ,    -0.00049 ,     0.00094 ,    -0.00071 ,     4.61469
   651.07486 ,   633.78132 ,  -120.79181 ,    -0.00003 ,    -0.00021 ,    -0.00028 ,     4.95914
   670.36744 ,   668.82009 ,   -63.86056 ,    -0.00082 ,     0.00014 ,     0.00100 ,     4.31027
   660.08759 ,   727.54343 ,    28.07987 ,     0.00062 ,    -0.00088 ,    -0.00035 ,     5.66199
   733.01952 ,   697.06544 ,  -132.72509 ,    -0.00080 ,    -0.00017 ,    -0.00010 ,     4.52727
   719.27002 ,   711.57563 ,   -93.24012 ,     0.00056 ,    -0.00006 ,     0.00048 ,     5.16191
   670.03511 ,   738.35506 ,    -0.73893 ,     0.00093 ,     0.00043 ,     0.00021 ,     4.77887
   688.08912 ,   810.41788 ,    41.35455 ,     0.00036 ,    -0.00026 ,    -0.00051 ,     4.10506
   709.90296 ,   674.63331 ,  -121.03590 ,    -0.00036 ,    -0.00091 ,    -0.00015 ,     4.28045
   677.63235 ,   535.25912 ,   -44.73531 ,     0.00075 ,    -0.00022 ,     0.00043 ,     5.43865
   717.43852 ,   759.77255 ,   -32.82415 ,     0.00063 ,    -0.00067 ,    -0.00011 ,     5.67173
   688.58726 ,   668.60124 ,   116.93768 ,     0.00054 ,     0.00060 ,     0.00083 ,     4.20383
   667.44963 ,   689.03407 ,    26.48713 ,     0.00041 ,     0.00025 ,     0.00035 ,     4.83555
   732.70737 ,   713.20473 ,   -57.09974 ,     0.00035 ,    -0.00099 ,    -0.00038 ,     4.49189
   778.89970 ,   811.78638 ,    43.55816 ,    -0.00099 ,     0.00064 ,    -0.00011 ,     4.54589
   683.76488 ,   703.96061 ,    -5.32743 ,     0.00081 ,     0.00082 ,    -0.00015 ,     4.12218
   767.06272 ,   626.88153 ,    75.81450 ,     0.00043 ,     0.00095 ,    -0.00021 ,     4.72067
   710.30709 ,   723.15791 ,   -72.19938 ,     0.00092 ,    -0.00087 ,     0.00004 ,     4.32867
   839.86264 ,   785.60522 ,    44.41129 ,     0.00041 ,    -0.00038 ,     0.00051 ,     5.19483
   696.43260 ,   717.39719 ,  -110.28678 ,     0.00015 ,    -0.00076 ,    -0.00018 ,     4.34105
   711.42613 ,   682.65392 ,   -79.19045 ,    -0.00001 ,     0.00064 ,     0.00093 ,     5.01418
   754.91665 ,   690.00884 ,   -43.17070 ,     0.00080 ,     0.00018 ,     0.00050 ,     5.75553
   788.27089 ,   726.96956 ,    90.28970 ,     0.00069 ,     0.00009 ,     0.00056 ,     5.30459
   657.01482 ,   730.12917 ,    50.41064 ,    -0.00081 ,     0.00039 ,     0.00098 ,     5.20554
   641.47400 ,   598.25520 ,    32.79169 ,     0.00009 ,    -0.00021 ,     0.00029 ,     5.69418
   788.21709 ,   748.21853 ,   -67.03493 ,    -0.00029 ,    -0.00007 ,    -0.00053 ,     4.69130
   707.41648 ,   663.03005 ,    22.13603 ,     0.00018 ,     0.00021 ,    -0.00064 ,     5.75891
   705.05711 ,   644.73072 ,    -0.78400 ,     0.00071 ,    -0.00083 ,    -0.00059 ,     5.37270
   682.94443 ,   650.13902 ,  -113.09388 ,     0.00003 ,     0.00082 ,    -0.00002 ,     5.47358
   617.08136 ,   673.67242 ,    83.83333 ,    -0.00089 ,     0.00060 ,     0.00003 ,     5.81732
   591.86066 ,   790.13183 ,    69.27903 ,    -0.00070 ,     0.00000 ,     0.00085 ,     4.75675
   692.36251 ,   663.09664 ,    67.62483 ,    -0.00088 ,    -0.00028 ,     0.00099 ,     4.90550
   740.80966 ,   623.75410 ,   161.59913 ,    -0.00068 ,     0.00096 ,    -0.00036 ,     5.24587
   703.56771 ,   661.97836 ,    -3.27072 ,     0.00078 ,    -0.00026 ,    -0.00017 ,     5.86107
   763.56004 ,   704.40229 ,    69.46735 ,     0.00070 ,    -0.00079 ,     0.00086 ,     5.72687
   687.36086 ,   709.41749 ,    20.02727 ,     0.00079 ,    -0.00080 ,     0.00051 ,     4.02937
   678.09156 ,   839.38055 ,    24.38839 ,    -0.00083 ,     0.00055 ,    -0.00092 ,     5.80747
   691.58706 ,   678.35511 ,    50.57177 ,     0.00013 ,     0.00014 ,     0.00056 ,     4.76515
   704.98596 ,   670.26451 ,   -11.91262 ,    -0.00005 ,     0.00093 ,     0.00068 ,     4.26214
   717.74436 ,   622.49466 ,   109.09394 ,    -0.00064 ,    -0.00086 ,    -0.00089 ,     5.36207
   692.60763 ,   700.62480 ,  -199.11912 ,     0.00066 ,    -0.00061 ,    -0.00053 ,     5.29017
   643.91082 ,   669.87401 ,   -32.25800 ,    -0.00095 ,    -0.00081 ,    -0.00012 ,     5.41293
   752.73806 ,   688.48058 ,   -55.85443 ,     0.00024 ,     0.00009 ,     0.00051 ,     4.35460
   642.69859 ,   701.76874 ,    35.63219 ,     0.00032 ,     0.00018 ,     0.00001 ,     4.66264
   643.91950 ,   732.52360 ,  -114.88585 ,    -0.00060 ,     0.00028 ,     0.00056 ,     5.34624
   674.56444 ,   705.14580 ,   -21.31652 ,    -0.00089 ,     0.00024 ,     0.00005 ,     4.33945
   694.34053 ,   729.12253 ,   172.35659 ,     0.00005 ,     0.00009 ,     0.00056 ,     4.17747
   717.91908 ,   689.03449 ,   -60.90947 ,    -0.00047 ,     0.00088 ,    -0.00082 ,     4.59730
   852.45000 ,   736.16620 ,   -64.30879 ,    -0.00052 ,     0.00060 ,     0.00060 ,     5.94407
   669.25714 ,   723.67388 ,   150.93006 ,    -0.00082 ,    -0.00080 ,    -0.00045 ,     5.25837
   830.01883 ,   689.79628 ,   -37.43542 ,     0.00092 ,    -0.00060 ,    -0.00063 ,     5.29382
   627.72860 ,   834.85664 ,     8.90558 ,    -0.00095 ,     0.00089 ,     0.00037 ,     5.15192
   662.02952 ,   695.25211 ,   -75.30346 ,    -0.00091 ,    -0.00041 ,     0.00075 ,     4.77546
   591.28474 ,   626.25996 ,    37.53832 ,     0.00032 ,     0.00084 ,    -0.00080 ,     4.38883
   755.13487 ,   706.83076 ,  -180.84081 ,    -0.00096 ,    -0.00014 ,     0.00005 ,     5.02546
   684.39916 ,   826.19875 ,    38.84175 ,    -0.00071 ,    -0.00060 ,     0.00097 ,     5.85833
   683.58005 ,   616.52236 ,   -26.98077 ,    -0.00098 ,     0.00012 ,     0.00005 ,     5.59577
   746.99168 ,   565.87451 ,   127.30269 ,    -0.00083 ,    -0.00031 ,     0.00000 ,     5.57610
   684.65153 ,   687.93855 ,   128.03266 ,     0.00032 ,    -0.00048 ,     0.00081 ,     4.74514
   672.58804 ,   689.04925 ,    61.05201 ,    -0.00097 ,     0.00052 ,    -0.00014 ,     5.82348
   681.69879 ,   707.75050 ,   -66.38982 ,    -0.00081 ,     0.00024 ,     0.00090 ,     4.64058
   804.55368 ,   665.15886 ,   -18.14024 ,     0.00036 ,     0.00059 ,    -0.00053 ,     5.90171
   559.69277 ,   600.99920 ,    -6.30950 ,     0.00012 ,     0.00063 ,    -0.00021 ,     5.94047
   740.29202 ,   694.28191 ,    67.58231 ,     0.00045 ,     0.00066 ,     0.00029 ,     5.40920
   799.60291 ,   725.58781 ,   150.24515 ,    -0.00054 ,     0.00000 ,    -0.00084 ,     4.90311
   716.55832 ,   680.04060 ,   -69.11753 ,    -0.00011 ,    -0.00065 ,     0.00032 ,     4.90722
   590.91352 ,   697.05116 ,   -56.87705 ,     0.00066 ,    -0.00050 ,    -0.00045 ,     5.97962
   644.08924 ,   785.45522 ,   -20.18675 ,     0.00035 ,     0.00078 ,    -0.00083 ,     5.99765
   684.25275 ,   543.17505 ,   -39.62700 ,    -0.00054 ,     0.00099 ,    -0.00079 ,     4.22392
   677.34380 ,   607.45119 ,   -69.87419 ,    -0.00068 ,     0.00095 ,    -0.00048 ,     5.89276
   692.16480 ,   701.99870 ,   -70.27999 ,     0.00034 ,    -0.00046 ,    -0.00028 ,     5.80186
   694.23937 ,   707.10519 ,    27.93216 ,     0.00016 ,     0.00095 ,    -0.00097 ,     5.19554
   758.28211 ,   753.86512 ,    91.88149 ,    -0.00016 ,     0.00037 ,    -0.00039 ,     4.81410
   752.33699 ,   664.39906 ,    97.87268 ,     0.00076 ,    -0.00026 ,     0.00088 ,     4.53968
   695.63941 ,   634.60963 ,   -47.85443 ,     0.00031 ,     0.00097 ,     0.00029 ,     4.23153
   700.93999 ,   707.60091 ,   -74.61493 ,    -0.00015 ,     0.00067 ,     0.00012 ,     5.28625
   736.97701 ,   604.20409 ,    74.82237 ,     0.00013 ,    -0.00049 ,     0.00077 ,     5.53396
   667.51245 ,   722.52170 ,   -39.15866 ,    -0.00035 ,     0.00061 ,    -0.00041 ,     5.19241
   717.46425 ,   683.96348 ,  -167.56913 ,    -0.00095 ,     0.00063 ,    -0.00078 ,     5.10414
   802.46485 ,   599.07735 ,   -90.02101 ,     0.00092 ,    -0.00017 ,    -0.00086 ,     5.94564
   654.06580 ,   618.56061 ,  -107.08711 ,    -0.00048 ,     0.00082 ,     0.00049 ,     5.82087
   710.22955 ,   704.24252 ,   -26.73813 ,     0.00070 ,    -0.00057 ,     0.00070 ,     4.17024
   733.93505 ,   830.69965 ,    59.91356 ,    -0.00007 ,     0.00032 ,    -0.00073 ,     4.31672
   756.49684 ,   838.31416 ,   -66.90338 ,     0.00020 ,     0.00096 ,     0.00039 ,     4.37058
   747.28219 ,   616.07174 ,    54.24876 ,     0.00031 ,     0.00041 ,    -0.00017 ,     5.46941
   805.85832 ,   834.91599 ,   -32.20880 ,     0.00060 ,     0.00090 ,     0.00011 ,     5.19963
   719.99870 ,   716.02949 ,    -9.02488 ,    -0.00067 ,     0.00031 ,    -0.00002 ,     5.05314
   713.83252 ,   705.79936 ,   -50.68434 ,     0.00001 ,    -0.00060 ,     0.00096 ,     5.48125
   832.76074 ,   727.05629 ,  -104.45159 ,    -0.00057 ,    -0.00064 ,     0.00001 ,     5.15836
   560.65136 ,   627.95811 ,   -84.68034 ,     0.00052 ,     0.00019 ,    -0.00099 ,     4.92159
   631.98255 ,   688.13897 ,   113.13433 ,     0.00100 ,    -0.00078 ,     0.00087 ,     5.95964
   656.21326 ,   593.35133 ,   -52.91544 ,    -0.00025 ,    -0.00097 ,    -0.00076 ,     5.71135
   728.64869 ,   665.15141 ,   -84.01097 ,     0.00002 ,     0.00037 ,     0.00099 ,     5.46830
   777.82696 ,   619.52331 ,  -126.46485 ,    -0.00079 ,    -0.00012 ,     0.00004 ,     4.60826
   683.64099 ,   738.14706 ,    90.22325 ,    -0.00069 ,     0.00021 ,    -0.00051 ,     5.90118
   737.51834 ,   702.67991 ,   -69.15764 ,    -0.00036 ,    -0.00024 ,    -0.00034 ,     5.45024
   677.80012 ,   691.66828 ,   -10.71364 ,    -0.00067 ,    -0.00068 ,    -0.00070 ,     5.59731
   676.06159 ,   712.95937 ,    47.72019 ,     0.00006 ,    -0.00029 ,     0.00004 ,     4.08035
   743.61612 ,   708.71295 ,   -42.35303 ,    -0.00009 ,    -0.00032 ,    -0.00057 ,     4.79353
   615.51097 ,   692.81462 ,    43.47479 ,     0.00033 ,    -0.00007 ,     0.00092 ,     4.05270
   690.67260 ,   656.69721 ,    76.28811 ,    -0.00019 ,    -0.00091 ,    -0.00026 ,     4.77881
   713.21839 ,   671.66515 ,    83.21869 ,     0.00016 ,     0.00065 ,     0.00031 ,     4.27749
   721.20610 ,   675.01690 ,   -13.18401 ,    -0.00078 ,     0.00099 ,     0.00011 ,     5.07980
   712.22645 ,   678.99440 ,   -10.26053 ,    -0.00089 ,     0.00069 ,     0.00026 ,     4.06153
   717.90824 ,   638.51320 ,    27.33265 ,    -0.00087 ,     0.00042 ,     0.00001 ,     5.55684
   662.92481 ,   747.57423 ,   101.78306 ,    -0.00035 ,    -0.00068 ,     0.00012 ,     5.53600
   687.82818 ,   646.52857 ,    18.13266 ,     0.00078 ,    -0.00065 ,    -0.00055 ,     5.43722
   721.34951 ,   584.27095 ,    45.22272 ,    -0.00098 ,     0.00054 ,    -0.00090 ,     5.83460
   695.67168 ,   693.88102 ,   -54.21980 ,    -0.00025 ,    -0.00051 ,    -0.00082 ,     5.13451
   664.72329 ,   595.31171 ,  -123.65623 ,     0.00033 ,     0.00088 ,     0.00024 ,     5.77092
   723.37143 ,   730.67360 ,   178.82669 ,    -0.00041 ,     0.00008 ,    -0.00087 ,     4.98461
   634.38134 ,   735.59372 ,    88.70543 ,     0.00050 ,     0.00032 ,    -0.00086 ,     4.20792
   666.50599 ,   575.08278 ,    74.30530 ,    -0.00015 ,    -0.00008 ,     0.00041 ,     4.56233
   727.28032 ,   717.95703 ,   163.39606 ,    -0.00003 ,    -0.00099 ,     0.00095 ,     5.21988
   714.08511 ,   664.45108 ,   -95.66674 ,     0.00050 ,    -0.00014 ,    -0.00019 ,     5.76591
   657.82934 ,   540.51345 ,    57.35513 ,    -0.00091 ,     0.00021 ,    -0.00079 ,     4.51167
   656.45399 ,   709.41271 ,   -22.22113 ,     0.00086 ,    -0.00021 ,     0.00070 ,     4.56203
   701.19093 ,   770.31801 ,    -5.13046 ,     0.00095 ,     0.00005 ,    -0.00076 ,     4.86913
   744.19763 ,   600.63394 ,  -113.15921 ,    -0.00096 ,    -0.00083 ,    -0.00098 ,     4.95516
   704.15353 ,   724.90594 ,    14.08083 ,    -0.00042 ,    -0.00055 ,     0.00089 ,     4.02513
   704.11189 ,   744.35800 ,    78.51498 ,    -0.00013 ,    -0.00030 ,     0.00078 ,     4.86464
   693.66729 ,   622.48285 ,  -116.82248 ,     0.00098 ,    -0.00045 ,    -0.00091 ,     4.47908
   662.52133 ,   695.87463 ,  -162.54498 ,     0.00004 ,    -0.00010 ,    -0.00094 ,     4.31028
   833.41537 ,   691.72599 ,    56.13236 ,    -0.00038 ,    -0.00011 ,     0.00058 ,     5.97566
   648.12947 ,   680.46818 ,   -69.95463 ,     0.00005 ,     0.00033 ,     0.00038 ,     5.28143
   680.70954 ,   667.02751 ,   200.14329 ,     0.00077 ,     0.00020 ,    -0.00010 ,     4.08505
   681.87227 ,   852.34212 ,    52.81441 ,     0.00050 ,     0.00097 ,     0.00090 ,     5.10477
   613.79632 ,   861.28596 ,   -11.17577 ,     0.00061 ,    -0.00008 ,    -0.00074 ,     4.87415
   688.08269 ,   794.12720 ,   -23.27730 ,     0.00007 ,    -0.00049 ,     0.00061 ,     4.33763
   711.70459 ,   739.83600 ,    26.75337 ,     0.00020 ,     0.00010 ,    -0.00033 ,     4.61942
   689.69772 ,   735.68788 ,   111.70995 ,     0.00002 ,     0.00017 ,    -0.00046 ,     5.69736
   664.92792 ,   803.12006 ,   133.82596 ,     0.00096 ,    -0.00089 ,     0.00007 ,     4.66259
   598.07542 ,   629.71436 ,  -112.12099 ,    -0.00035 ,    -0.00062 ,     0.00069 ,     4.07356
   615.11808 ,   570.02778 ,     8.53382 ,     0.00096 ,    -0.00020 ,    -0.00015 ,     5.96345
   700.56113 ,   670.98666 ,    23.49159 ,     0.00100 ,     0.00065 ,    -0.00007 ,     4.72736
   715.42923 ,   736.70661 ,   -86.94660 ,    -0.00094 ,     0.00010 ,    -0.00034 ,     5.92718
   572.42821 ,   681.79554 ,    96.34750 ,    -0.00038 ,     0.00054 ,    -0.00001 ,     4.26804
   707.28972 ,   714.12375 ,    77.49616 ,    -0.00004 ,    -0.00059 ,    -0.00023 ,     4.87393
   661.59256 ,   688.07020 ,   127.85744 ,     0.00074 ,    -0.00013 ,    -0.00028 ,     4.19623
   787.97040 ,   771.64239 ,  -144.81285 ,    -0.00039 ,     0.00051 ,     0.00048 ,     4.55203
   787.10019 ,   629.07510 ,  -117.92623 ,     0.00040 ,    -0.00013 ,    -0.00046 ,     4.71930
   656.44909 ,   683.74963 ,   -84.45997 ,    -0.00047 ,    -0.00029 ,     0.00078 ,     4.29535
   675.24592 ,   739.16197 ,    55.87372 ,     0.00054 ,     0.00027 ,    -0.00087 ,     4.08612
   719.69417 ,   707.11860 ,  -173.39466 ,    -0.00013 ,     0.00088 ,     0.00060 ,     4.03540
   537.78347 ,   654.45104 ,   -97.94357 ,     0.00009 ,     0.00078 ,    -0.00051 ,     4.87622
   758.01661 ,   679.32085 ,  -130.39164 ,    -0.00024 ,    -0.00048 ,    -0.00050 ,     4.90910
   612.86227 ,   655.60762 ,    39.58748 ,     0.00038 ,    -0.00011 ,     0.00049 ,     5.30768
   740.12766 ,   691.74381 ,    15.33028 ,    -0.00045 ,     0.00084 ,     0.00066 ,     4.30500
   624.27846 ,   691.58594 ,   -24.20600 ,     0.00002 ,     0.00068 ,    -0.00033 ,     5.47160
   736.81647 ,   634.48595 ,    12.95042 ,    -0.00022 ,    -0.00025 ,    -0.00027 ,     4.51679
   677.97284 ,   621.59083 ,    75.11308 ,    -0.00080 ,     0.00084 ,     0.00067 ,     4.45117
   754.67324 ,   645.45518 ,   -55.30137 ,    -0.00087 ,     0.00002 ,    -0.00079 ,     5.34814
   727.55232 ,   633.57393 ,    -6.60414 ,     0.00100 ,     0.00093 ,    -0.00044 ,     5.47032
   651.09633 ,   674.19659 ,    90.21063 ,    -0.00031 ,    -0.00017 ,     0.00095 ,     4.55627
   713.55279 ,   836.41621 ,    70.27356 ,    -0.00072 ,    -0.00038 ,    -0.00073 ,     5.29078
   754.91415 ,   795.99103 ,   -85.99560 ,     0.00017 ,     0.00050 ,     0.00028 ,     4.73969
   666.12467 ,   715.16543 ,  -127.93327 ,    -0.00074 ,     0.00082 ,     0.00026 ,     5.12069
   726.40454 ,   629.40120 ,     4.27425 ,    -0.00061 ,     0.00074 ,    -0.00039 ,     5.28319
   717.73214 ,   839.84424 ,   -49.11612 ,     0.00025 ,    -0.00043 ,     0.00022 ,     4.50863
   597.93999 ,   596.42112 ,   -50.14780 ,    -0.00096 ,     0.00096 ,    -0.00052 ,     4.73617
   619.73446 ,   729.82789 ,    90.30177 ,     0.00007 ,    -0.00049 ,     0.00028 ,     5.78879
   624.64650 ,   651.71480 ,   -75.31998 ,     0.00072 ,    -0.00017 ,     0.00070 ,     5.38607
   686.79045 ,   708.30571 ,    70.83190 ,    -0.00071 ,    -0.00050 ,    -0.00021 ,     4.88692
   740.51417 ,   731.33290 ,  -143.92188 ,     0.00040 ,     0.00069 ,     0.00094 ,     4.96492
   792.36437 ,   774.65761 ,  -130.48095 ,     0.00023 ,     0.00009 ,    -0.00008 ,     5.80144
   716.10405 ,   634.90227 ,   -23.97412 ,     0.00045 ,     0.00042 ,     0.00076 ,     4.94937
   703.08631 ,   723.86889 ,   100.55611 ,    -0.00066 ,    -0.00084 ,    -0.00069 ,     5.38520
   674.08605 ,   799.16182 ,   164.73252 ,     0.00026 ,     0.00050 ,    -0.00026 ,     4.30933
   707.52026 ,   750.52195 ,    42.04846 ,     0.00024 ,     0.00057 ,    -0.00062 ,     5.80331
   723.60817 ,   795.14970 ,    36.82088 ,     0.00033 ,    -0.00087 ,     0.00069 ,     5.14847
   749.87043 ,   745.86358 ,    -9.00981 ,    -0.00011 ,     0.00091 ,    -0.00097 ,     4.58384
   717.45181 ,   654.36392 ,    43.00287 ,     0.00005 ,    -0.00074 ,    -0.00058 ,     5.62119
   837.93048 ,   763.29536 ,    60.19667 ,     0.00065 ,    -0.00051 ,     0.00047 ,     4.90387
   685.09920 ,   758.59765 ,   -17.51224 ,    -0.00077 ,    -0.00078 ,     0.00005 ,     5.42735
   537.74849 ,   721.12641 ,    26.93423 ,     0.00000 ,    -0.00009 ,    -0.00004 ,     4.06195
   609.30132 ,   709.83528 ,   -16.67391 ,     0.00023 ,    -0.00045 ,    -0.00042 ,     5.46016
   771.82690 ,   824.80878 ,    50.34313 ,     0.00005 ,     0.00033 ,     0.00050 ,     5.82490
   767.16085 ,   675.28408 ,   170.93466 ,    -0.00081 ,     0.00037 ,     0.00015 ,     5.26522
   571.88994 ,   708.25990 ,    19.79277 ,    -0.00018 ,     0.00078 ,     0.00076 ,     4.81964
   711.62246 ,   629.86389 ,   178.79250 ,    -0.00047 ,     0.00066 ,    -0.00041 ,     4.24916
   663.15075 ,   761.34031 ,    30.61143 ,    -0.00031 ,    -0.00008 ,     0.00095 ,     4.62936
   699.59955 ,   683.09567 ,    21.04056 ,    -0.00007 ,    -0.00058 ,    -0.00003 ,     5.05747
   659.73303 ,   706.38150 ,    59.59478 ,     0.00081 ,    -0.00054 ,    -0.00016 ,     4.46610
   629.92558 ,   666.85986 ,    65.41909 ,    -0.00094 ,    -0.00076 ,    -0.00095 ,     4.66547
   692.55267 ,   736.48084 ,    34.18045 ,     0.00026 ,    -0.00009 ,     0.00085 ,     4.85108
   675.86505 ,   881.88540 ,    -7.34088 ,    -0.00048 ,    -0.00089 ,     0.00021 ,     4.94043
   701.30777 ,   712.71513 ,   101.02086 ,    -0.00083 ,     0.00018 ,    -0.00033 ,     5.33933
   681.74286 ,   671.31537 ,   -18.21193 ,    -0.00046 ,     0.00047 ,    -0.00087 ,     5.32784
   829.85228 ,   825.63395 ,   -59.39719 ,    -0.00083 ,    -0.00001 ,    -0.00044 ,     5.23312
   724.23742 ,   645.01364 ,    48.38584 ,    -0.00075 ,    -0.00019 ,    -0.00089 ,     4.11792
   763.84195 ,   745.50903 ,    91.02647 ,     0.00010 ,    -0.00090 ,    -0.00051 ,     4.09389
   685.35766 ,   704.77461 ,   -80.39543 ,     0.00031 ,     0.00058 ,     0.00020 ,     5.99092
   797.15661 ,   680.32172 ,    69.17687 ,    -0.00053 ,    -0.00083 ,     0.00086 ,     4.09900
   750.25480 ,   552.60008 ,   -55.66892 ,    -0.00031 ,     0.00063 ,    -0.00073 ,     5.48284
