 X,Y,Z,U,V,W,R
   644.29159 ,   753.73772 ,   -19.57705 ,     0.00049 ,     0.00036 ,     0.00095 ,     4.52443
   713.24803 ,   794.45873 ,    20.67296 ,    -0.00063 ,    -0.00039 ,    -0.00028 ,     5.94813
   726.98722 ,   755.43546 ,    38.55879 ,    -0.00002 ,    -0.00060 ,     0.00068 ,     4.96246
   666.82366 ,   608.18176 ,   -98.61905 ,    -0.00011 ,     0.00048 ,     0.00083 ,     5.18390
   570.77597 ,   706.18688 ,   -27.72797 ,     0.00083 ,    -0.00088 ,    -0.00053 ,     4.53938
   795.17252 ,   729.19946 ,    65.24058 ,    -0.00096 ,    -0.00040 ,     0.00017 ,     4.82982
   673.28309 ,   665.05415 ,  -106.78888 ,    -0.00035 ,     0.00097 ,    -0.00009 ,     5.40427
   610.36419 ,   735.18584 ,    -7.73191 ,    -0.00043 ,    -0.00043 ,     0.00017 ,     4.97192
   709.91866 ,   695.98457 ,   111.68432 ,    -0.00062 ,     0.00078 ,    -0.00011 ,     4.34020
   710.95618 ,   706.38711 ,    73.55914 ,     0.00097 ,    -0.00052 ,    -0.00099 ,     4.18415
   793.99708 ,   749.93832 ,    79.87541 ,     0.00022 ,    -0.00014 ,     0.00026 ,     5.31235
   857.33097 ,   654.44307 ,   -53.84065 ,    -0.00040 ,    -0.00059 ,     0.00003 ,     4.46934
   638.87835 ,   702.08514 ,   -63.92639 ,    -0.00074 ,     0.00035 ,     0.00085 ,     4.46227
   724.89678 ,   694.57717 ,    78.99109 ,     0.00055 ,    -0.00080 ,     0.00033 ,     4.79116
   740.87974 ,   737.95659 ,    41.61820 ,    -0.00076 ,    -0.00078 ,    -0.00095 ,     5.15473
   666.65340 ,   671.38258 ,    -5.24503 ,    -0.00016 ,     0.00002 ,    -0.00054 ,     4.03755
   694.32894 ,   730.24685 ,   -39.01853 ,    -0.00085 ,     0.00027 ,    -0.00021 ,     4.72218
   633.95533 ,   739.37484 ,    55.32914 ,    -0.00014 ,     0.00010 ,    -0.00055 ,     5.18313
   686.94560 ,   789.67102 ,  -137.63293 ,    -0.00054 ,     0.00048 ,     0.00065 ,     4.79501
   750.31135 ,   708.08082 ,    55.12961 ,     0.00073 ,    -0.00078 ,    -0.00087 ,     5.28680
   710.83771 ,   748.96625 ,    98.59083 ,    -0.00050 ,    -0.00023 ,     0.00055 ,     5.80255
   612.92870 ,   715.85132 ,    23.70978 ,    -0.00041 ,     0.00089 ,    -0.00094 ,     5.84822
   706.84979 ,   719.79614 ,   -29.00281 ,    -0.00001 ,     0.00083 ,    -0.00027 ,     4.14455
   713.65210 ,   646.75904 ,  -103.29705 ,    -0.00096 ,    -0.00002 ,     0.00097 ,     4.13692
   620.31860 ,   736.05005 ,    31.85471 ,     0.00042 ,     0.00080 ,    -0.00011 ,     5.41714
   715.66361 ,   833.50788 ,   130.92852 ,    -0.00015 ,     0.00067 ,    -0.00050 ,     4.93161
   579.97880 ,   692.22465 ,   -48.76430 ,     0.00007 ,     0.00034 ,    -0.00094 ,     4.81051
   632.69905 ,   584.72716 ,  -112.40640 ,     0.00032 ,    -0.00030 ,     0.00045 ,     5.57016
   681.49067 ,   666.35679 ,   181.05500 ,    -0.00015 ,     0.00075 ,     0.00019 ,     5.30267
   828.49812 ,   600.32862 ,    74.42809 ,    -0.00064 ,    -0.00076 ,     0.00081 ,     5.01094
   655.95018 ,   701.53706 ,  -136.15058 ,    -0.00009 ,    -0.00091 ,    -0.00066 ,     5.88154
   735.60486 ,   692.83216 ,    84.05790 ,    -0.00069 ,     0.00066 ,    -0.00088 ,     5.78637
   567.35624 ,   624.60343 ,  -105.74138 ,     0.00091 ,    -0.00032 ,     0.00087 ,     4.69457
   715.75406 ,   638.57019 ,    -6.13750 ,     0.00014 ,     0.00073 ,    -0.00031 ,     4.42381
   740.46798 ,   740.80440 ,  -177.36490 ,    -0.00008 ,    -0.00080 ,     0.00007 ,     4.00284
   672.17705 ,   690.07995 ,   -81.82842 ,    -0.00014 ,    -0.00003 ,    -0.00076 ,     4.07674
   613.86279 ,   680.26772 ,   -21.39529 ,     0.00094 ,     0.00068 ,    -0.00068 ,     4.73708
   774.04743 ,   585.38960 ,    45.81293 ,    -0.00072 ,    -0.00055 ,    -0.00069 ,     4.14855
   790.16589 ,   673.51246 ,    23.99507 ,    -0.00036 ,     0.00079 ,    -0.00021 ,     4.45523
   733.34258 ,   692.02194 ,    36.19263 ,    -0.00034 ,    -0.00025 ,    -0.00077 ,     5.11047
   830.15598 ,   749.27391 ,     7.82714 ,    -0.00025 ,     0.00031 ,    -0.00042 ,     4.95596
   654.98834 ,   642.80732 ,  -135.84462 ,     0.00034 ,     0.00006 ,    -0.00071 ,     5.51736
   600.53019 ,   763.98014 ,    29.44466 ,    -0.00075 ,    -0.00055 ,    -0.00039 ,     4.84181
   783.63578 ,   696.41667 ,   136.02362 ,     0.00058 ,     0.00048 ,    -0.00061 ,     5.64344
   738.74629 ,   674.83700 ,   -66.62333 ,    -0.00052 ,    -0.00088 ,    -0.00039 ,     5.66996
   676.16200 ,   687.18075 ,   -58.59910 ,    -0.00084 ,     0.00099 ,     0.00023 ,     4.96837
   634.27475 ,   703.39309 ,   -11.09994 ,     0.00068 ,    -0.00085 ,     0.00018 ,     4.38793
   765.64604 ,   661.35586 ,  -100.20805 ,    -0.00087 ,     0.00034 ,     0.00007 ,     5.96823
   647.12043 ,   646.76816 ,    28.35794 ,    -0.00087 ,     0.00068 ,    -0.00076 ,     5.84952
   609.49546 ,   659.78549 ,   -58.01914 ,    -0.00079 ,     0.00049 ,     0.00023 ,     5.36670
   729.73362 ,   770.54860 ,  -115.80061 ,     0.00065 ,    -0.00027 ,     0.00023 ,     4.26014
   717.15349 ,   713.74495 ,    85.30789 ,     0.00076 ,    -0.00084 ,     0.00008 ,     5.54211
   650.72283 ,   774.14740 ,    44.83568 ,     0.00097 ,    -0.00058 ,     0.00055 ,     5.95219
   673.64025 ,   609.55707 ,  -107.52249 ,     0.00017 ,     0.00050 ,    -0.00038 ,     4.91867
   747.58930 ,   836.39510 ,    10.74861 ,    -0.00013 ,    -0.00062 ,    -0.00057 ,     4.29214
   785.25408 ,   679.36705 ,   -34.92282 ,    -0.00073 ,     0.00037 ,    -0.00059 ,     4.83098
   741.73441 ,   722.48179 ,    58.91050 ,     0.00025 ,    -0.00021 ,     0.00003 ,     5.81322
   745.77856 ,   762.66084 ,   -68.51575 ,     0.00040 ,     0.00069 ,    -0.00077 ,     4.47356
   709.80298 ,   773.26339 ,    17.24492 ,    -0.00077 ,     0.00059 ,    -0.00031 ,     5.22197
   670.78821 ,   720.56111 ,    46.61136 ,    -0.00068 ,    -0.00059 ,     0.00041 ,     5.09464
   759.13201 ,   766.89532 ,   -10.31983 ,     0.00050 ,     0.00073 ,    -0.00039 ,     5.72487
   661.66184 ,   744.06831 ,    43.52003 ,     0.00075 ,     0.00039 ,    -0.00048 ,     5.74041
   579.91694 ,   593.62375 ,   -32.19406 ,     0.00002 ,     0.00020 ,    -0.00014 ,     4.40800
   733.42289 ,   645.27185 ,   -30.18675 ,     0.00063 ,     0.00050 ,    -0.00063 ,     5.03709
   651.08296 ,   760.09032 ,   -56.13178 ,     0.00022 ,    -0.00019 ,    -0.00046 ,     5.96345
   758.51864 ,   736.36034 ,   -68.78714 ,    -0.00029 ,     0.00055 ,    -0.00085 ,     5.99429
   614.58978 ,   704.34793 ,   -27.19757 ,     0.00012 ,    -0.00065 ,     0.00027 ,     5.65933
   590.93496 ,   658.11081 ,    42.30115 ,    -0.00078 ,    -0.00031 ,    -0.00072 ,     4.58665
   707.71429 ,   772.29456 ,  -105.38937 ,    -0.00031 ,     0.00085 ,    -0.00043 ,     4.34490
   628.30945 ,   706.92036 ,    39.94731 ,     0.00072 ,     0.00006 ,     0.00087 ,     5.84959
   757.65827 ,   755.31300 ,     0.60199 ,    -0.00046 ,     0.00021 ,    -0.00004 ,     4.21100
   664.99513 ,   744.25886 ,    81.16976 ,    -0.00082 ,     0.00035 ,    -0.00062 ,     4.43039
   759.33093 ,   805.95843 ,     1.04295 ,     0.00038 ,    -0.00003 ,     0.00056 ,     4.79405
   679.46823 ,   655.98404 ,   -14.97163 ,    -0.00063 ,    -0.00044 ,     0.00078 ,     5.77230
   628.54484 ,   663.93468 ,    82.18894 ,    -0.00064 ,    -0.00051 ,     0.00013 ,     4.88369
   747.25144 ,   701.43486 ,   137.05471 ,     0.00052 ,     0.00019 ,    -0.00007 ,     4.48314
   721.10759 ,   721.40251 ,   -59.39201 ,     0.00068 ,     0.00059 ,     0.00018 ,     5.62354
   781.06640 ,   754.97940 ,    89.87631 ,    -0.00016 ,     0.00080 ,     0.00078 ,     4.38543
   611.05004 ,   678.81394 ,   -58.13560 ,     0.00097 ,     0.00023 ,    -0.00093 ,     5.69050
   728.43177 ,   677.45078 ,    50.70933 ,     0.00080 ,     0.00048 ,    -0.00025 ,     4.56935
   692.07963 ,   701.66774 ,   132.66611 ,    -0.00013 ,    -0.00074 ,    -0.00038 ,     5.72197
   663.09509 ,   719.75750 ,    37.72150 ,     0.00056 ,    -0.00006 ,    -0.00065 ,     4.57329
   841.16356 ,   732.31327 ,  -116.39024 ,     0.00017 ,    -0.00006 ,    -0.00029 ,     5.72208
   728.99825 ,   715.42970 ,   -41.48626 ,    -0.00014 ,     0.00036 ,     0.00017 ,     4.87863
   631.80150 ,   627.19698 ,   -94.62948 ,     0.00065 ,     0.00022 ,     0.00035 ,     5.94214
   744.84211 ,   632.60121 ,    57.29023 ,     0.00024 ,    -0.00045 ,     0.00054 ,     4.21668
   717.48710 ,   635.39778 ,    86.63929 ,     0.00028 ,     0.00017 ,    -0.00012 ,     5.51047
   702.29703 ,   764.11296 ,  -103.70836 ,    -0.00055 ,    -0.00044 ,     0.00091 ,     4.86674
   628.92276 ,   624.59537 ,    57.75181 ,     0.00029 ,     0.00071 ,    -0.00008 ,     5.90673
   642.49257 ,   747.92460 ,    87.16439 ,    -0.00028 ,    -0.00089 ,     0.00062 ,     5.65648
   857.74804 ,   722.96730 ,    80.58570 ,    -0.00079 ,     0.00011 ,    -0.00002 ,     5.60911
   668.40009 ,   703.56992 ,   130.21930 ,     0.00065 ,     0.00083 ,    -0.00068 ,     4.98947
   766.34557 ,   660.00858 ,   -31.97166 ,    -0.00089 ,    -0.00078 ,     0.00041 ,     5.51434
   642.57075 ,   765.50824 ,   -66.86516 ,     0.00067 ,     0.00073 ,    -0.00002 ,     5.56071
   620.74318 ,   776.88878 ,   -28.26465 ,     0.00041 ,     0.00024 ,    -0.00091 ,     4.67949
   670.35744 ,   642.50930 ,    -0.93466 ,    -0.00019 ,     0.00039 ,     0.00013 ,     4.66455
   656.75606 ,   714.69500 ,    89.83300 ,     0.00012 ,    -0.00072 ,     0.00054 ,     5.70127
   695.92325 ,   664.74606 ,     8.34861 ,     0.00075 ,     0.00067 ,    -0.00098 ,     4.49385
   722.50212 ,   652.86235 ,   173.38237 ,    -0.00100 ,     0.00023 ,     0.00096 ,     5.22425
   640.09983 ,   657.46608 ,    28.49406 ,     0.00005 ,    -0.00014 ,     0.00046 ,     4.88338
   692.40842 ,   721.10937 ,   165.56016 ,    -0.00002 ,     0.00099 ,    -0.00067 ,     5.09676
   696.97508 ,   765.95362 ,   141.74308 ,     0.00041 ,     0.00040 ,    -0.00017 ,     5.91009
   794.96547 ,   739.82610 ,   141.91471 ,     0.00057 ,     0.00055 ,    -0.00029 ,     4.98999
   681.53437 ,   731.13821 ,  -144.63284 ,     0.00083 ,    -0.00034 ,     0.00065 ,     4.49868
   659.03928 ,   791.47313 ,    96.91014 ,     0.00068 ,     0.00057 ,    -0.00070 ,     4.96323
   729.17626 ,   791.94496 ,    27.48579 ,     0.00058 ,     0.00088 ,    -0.00022 ,     5.41310
   714.22384 ,   825.11453 ,  -122.47130 ,     0.00005 ,     0.00048 ,    -0.00007 ,     5.92637
   607.32916 ,   613.08765 ,    42.82745 ,    -0.00020 ,     0.00006 ,    -0.00004 ,     5.10493
   744.78140 ,   673.29492 ,   -36.76440 ,     0.00066 ,     0.00040 ,     0.00007 ,     5.91000
   679.74730 ,   711.73595 ,   144.61255 ,     0.00017 ,    -0.00084 ,     0.00020 ,     5.62336
   695.72629 ,   720.25193 ,   -32.94781 ,    -0.00074 ,    -0.00098 ,    -0.00022 ,     5.19923
   719.41561 ,   711.74153 ,   -67.28040 ,    -0.00048 ,    -0.00002 ,     0.00012 ,     5.95436
   800.55153 ,   613.62046 ,   119.76624 ,    -0.00068 ,     0.00087 ,    -0.00098 ,     4.90889
   656.10434 ,   702.17163 ,   166.83983 ,    -0.00028 ,     0.00062 ,     0.00087 ,     5.17547
   614.14143 ,   752.82077 ,   148.83674 ,     0.00015 ,    -0.00001 ,    -0.00018 ,     4.19215
   724.45126 ,   728.36796 ,   107.26774 ,    -0.00096 ,    -0.00046 ,     0.00018 ,     4.48135
   716.19788 ,   728.58698 ,  -139.15871 ,     0.00036 ,     0.00041 ,     0.00093 ,     4.76749
   775.32752 ,   838.05812 ,   -35.68854 ,    -0.00041 ,     0.00041 ,    -0.00025 ,     4.82353
   738.86415 ,   698.52051 ,    47.15528 ,    -0.00061 ,     0.00065 ,     0.00076 ,     4.22698
   739.78267 ,   772.36920 ,   -82.02930 ,    -0.00048 ,     0.00021 ,     0.00097 ,     5.23178
   671.51804 ,   640.92927 ,   -25.46195 ,    -0.00096 ,    -0.00019 ,     0.00076 ,     5.77236
   733.30275 ,   692.55327 ,     6.02770 ,     0.00098 ,    -0.00051 ,     0.00045 ,     4.62872
   575.93905 ,   775.66440 ,   -39.48219 ,    -0.00043 ,    -0.00099 ,    -0.00025 ,     4.60049
   730.89843 ,   702.44833 ,   124.05772 ,    -0.00088 ,     0.00012 ,     0.00032 ,     5.05504
   789.91982 ,   767.27130 ,    51.78805 ,     0.00042 ,    -0.00002 ,     0.00028 ,     5.86489
   854.06477 ,   792.11887 ,    -0.10825 ,     0.00055 ,     0.00035 ,     0.00017 ,     5.07309
   679.51747 ,   675.46620 ,    59.86239 ,     0.00020 ,     0.00029 ,     0.00041 ,     5.72495
   623.67304 ,   648.78559 ,  -114.44012 ,    -0.00060 ,     0.00091 ,     0.00097 ,     4.20834
   682.10325 ,   832.42089 ,   118.33026 ,    -0.00027 ,     0.00043 ,    -0.00020 ,     5.58910
   772.08091 ,   616.18784 ,   -88.93635 ,     0.00042 ,    -0.00030 ,     0.00004 ,     5.91208
   806.98872 ,   635.53723 ,    31.12013 ,    -0.00028 ,    -0.00097 ,     0.00004 ,     5.86741
   706.60373 ,   665.68179 ,   126.95270 ,     0.00074 ,     0.00080 ,     0.00022 ,     5.22284
   715.56956 ,   727.86402 ,    39.22958 ,     0.00033 ,    -0.00076 ,    -0.00092 ,     4.88092
   784.95154 ,   705.62791 ,   -51.56292 ,    -0.00026 ,     0.00053 ,    -0.00096 ,     5.60313
   746.52762 ,   656.84194 ,   -83.27596 ,    -0.00077 ,    -0.00093 ,     0.00007 ,     4.02023
   685.96440 ,   754.59783 ,    89.55258 ,    -0.00011 ,     0.00083 ,     0.00002 ,     4.74117
   604.60104 ,   758.92985 ,   -46.98420 ,    -0.00089 ,     0.00071 ,    -0.00006 ,     5.58083
   663.86037 ,   625.77016 ,    -0.85448 ,    -0.00082 ,     0.00051 ,    -0.00064 ,     5.80502
   660.71663 ,   668.88702 ,    22.19168 ,    -0.00079 ,    -0.00054 ,     0.00029 ,     5.28458
   692.42205 ,   745.52270 ,  -182.49579 ,     0.00063 ,     0.00045 ,    -0.00033 ,     5.35251
   646.54246 ,   765.89784 ,  -164.02399 ,     0.00034 ,     0.00075 ,     0.00040 ,     4.41448
   664.23869 ,   740.31075 ,    89.77162 ,     0.00005 ,     0.00067 ,     0.00066 ,     4.54363
   766.21476 ,   690.46955 ,   -35.46932 ,     0.00002 ,     0.00048 ,     0.00083 ,     5.28794
   663.99640 ,   700.46627 ,    69.51937 ,    -0.00089 ,    -0.00052 ,    -0.00024 ,     5.96589
   662.54689 ,   617.30678 ,    24.58686 ,    -0.00045 ,    -0.00058 ,     0.00069 ,     5.10009
   648.07402 ,   686.15146 ,    19.60670 ,     0.00012 ,    -0.00025 ,    -0.00051 ,     4.77371
   612.48084 ,   683.36391 ,  -113.88132 ,    -0.00053 ,     0.00019 ,    -0.00024 ,     5.71074
   656.47689 ,   692.30807 ,     5.18406 ,    -0.00079 ,    -0.00009 ,    -0.00004 ,     5.17973
   743.12325 ,   688.24287 ,   111.98051 ,    -0.00002 ,    -0.00074 ,    -0.00006 ,     5.31734
   835.94572 ,   748.18785 ,  -110.80104 ,     0.00069 ,    -0.00065 ,     0.00029 ,     5.37019
   700.42926 ,   671.71386 ,    14.31769 ,    -0.00012 ,     0.00090 ,     0.00042 ,     4.08188
   764.09224 ,   760.87759 ,   -66.86911 ,    -0.00067 ,    -0.00031 ,     0.00057 ,     4.79134
   717.64026 ,   672.43566 ,  -185.79444 ,    -0.00052 ,    -0.00013 ,    -0.00054 ,     5.61882
   691.81477 ,   722.44211 ,  -147.90432 ,     0.00006 ,    -0.00045 ,     0.00071 ,     5.45507
   542.50066 ,   790.22657 ,   -61.61335 ,     0.00080 ,    -0.00051 ,     0.00094 ,     5.15970
   634.12182 ,   825.29015 ,    43.09247 ,    -0.00003 ,    -0.00002 ,     0.00062 ,     5.34877
   686.51246 ,   766.25578 ,   178.58898 ,     0.00013 ,    -0.00094 ,     0.00000 ,     5.88076
   786.18186 ,   665.95923 ,  -102.39899 ,     0.00092 ,    -0.00093 ,     0.00061 ,     5.63414
   535.79719 ,   776.84268 ,    61.47600 ,     0.00005 ,    -0.00034 ,     0.00028 ,     4.14269
   664.27402 ,   662.26083 ,   -20.74470 ,     0.00051 ,    -0.00089 ,    -0.00016 ,     4.11717
   716.67059 ,   708.83181 ,  -104.52483 ,    -0.00055 ,    -0.00016 ,    -0.00026 ,     5.50936
   664.47265 ,   693.09994 ,   -86.52318 ,     0.00027 ,    -0.00054 ,     0.00051 ,     5.20687
   712.62190 ,   750.82745 ,   -17.75262 ,     0.00061 ,    -0.00069 ,     0.00055 ,     4.91221
   719.71349 ,   692.70700 ,   162.35915 ,     0.00056 ,    -0.00053 ,    -0.00027 ,     4.07096
   704.92699 ,   679.24399 ,   149.83441 ,    -0.00099 ,     0.00037 ,    -0.00043 ,     4.40311
   567.61036 ,   698.43488 ,   -47.16053 ,     0.00066 ,     0.00011 ,     0.00076 ,     5.20523
   582.28289 ,   708.75462 ,   -96.04095 ,     0.00063 ,    -0.00051 ,    -0.00011 ,     4.96218
   588.34303 ,   819.28657 ,   -28.41870 ,    -0.00045 ,     0.00037 ,     0.00018 ,     4.32595
   745.04489 ,   629.56350 ,  -119.53586 ,     0.00066 ,     0.00075 ,    -0.00095 ,     5.41978
   843.97626 ,   709.62359 ,    -5.04049 ,     0.00023 ,     0.00020 ,     0.00095 ,     4.68629
   733.41038 ,   754.25727 ,   -96.79345 ,    -0.00097 ,    -0.00075 ,     0.00015 ,     5.77751
   633.86778 ,   728.63634 ,   -59.12588 ,    -0.00037 ,    -0.00042 ,    -0.00001 ,     4.62861
   793.62356 ,   659.30196 ,   -48.94793 ,     0.00032 ,     0.00066 ,    -0.00098 ,     5.26606
   789.09305 ,   729.45260 ,   -79.45413 ,    -0.00004 ,    -0.00092 ,     0.00003 ,     4.24322
   724.34269 ,   679.14136 ,  -135.34987 ,    -0.00050 ,    -0.00070 ,     0.00092 ,     4.56102
   635.73907 ,   700.06250 ,   -36.37623 ,    -0.00093 ,     0.00072 ,    -0.00082 ,     5.29174
   859.71375 ,   745.16735 ,   -13.45680 ,    -0.00004 ,     0.00054 ,    -0.00076 ,     5.31353
   658.03592 ,   618.84432 ,   -32.72889 ,     0.00028 ,     0.00079 ,     0.00053 ,     4.66839
   704.23922 ,   678.62871 ,  -163.58111 ,    -0.00055 ,     0.00071 ,    -0.00085 ,     4.68745
   628.14339 ,   686.32589 ,  -169.14755 ,    -0.00054 ,     0.00041 ,    -0.00030 ,     5.94845
   672.74592 ,   787.93235 ,   -39.43648 ,    -0.00038 ,    -0.00022 ,    -0.00054 ,     5.90852
   751.07964 ,   749.88493 ,    98.69920 ,     0.00072 ,     0.00054 ,    -0.00057 ,     5.59522
   780.28836 ,   749.35030 ,  -115.06809 ,     0.00094 ,     0.00004 ,    -0.00039 ,     5.83473
   783.85581 ,   698.77157 ,   -41.37424 ,    -0.00064 ,     0.00099 ,     0.00007 ,     5.50087
   652.17700 ,   592.19368 ,   -69.62331 ,    -0.00011 ,     0.00098 ,     0.00029 ,     4.10765
   694.35503 ,   642.82810 ,   -97.60445 ,    -0.00078 ,    -0.00098 ,    -0.00013 ,     5.70158
   774.10046 ,   689.24688 ,   114.91400 ,    -0.00065 ,    -0.00044 ,    -0.00056 ,     4.91812
   712.11284 ,   557.63886 ,    49.82334 ,     0.00099 ,     0.00097 ,     0.00095 ,     4.11310
   800.07084 ,   648.94482 ,   -18.03002 ,    -0.00082 ,     0.00059 ,    -0.00091 ,     5.93821
   777.03704 ,   719.53056 ,    98.31329 ,    -0.00090 ,    -0.00052 ,     0.00084 ,     4.29845
   675.17973 ,   663.96986 ,  -166.83605 ,    -0.00035 ,     0.00080 ,    -0.00071 ,     4.57502
   605.48536 ,   740.61815 ,   151.34682 ,    -0.00078 ,    -0.00072 ,    -0.00001 ,     4.62520
   610.52206 ,   794.74501 ,   116.97238 ,     0.00071 ,     0.00084 ,     0.00027 ,     4.57086
   618.98829 ,   884.82636 ,     5.73375 ,    -0.00071 ,     0.00022 ,    -0.00003 ,     5.59367
   572.07020 ,   694.67544 ,   -10.40016 ,     0.00091 ,    -0.00058 ,     0.00062 ,     5.85324
   729.27031 ,   683.99292 ,  -174.49424 ,    -0.00081 ,    -0.00041 ,    -0.00009 ,     5.89450
   717.00096 ,   537.39915 ,   -96.24333 ,     0.00087 ,     0.00047 ,    -0.00028 ,     5.46648
   843.96178 ,   675.64890 ,    58.63066 ,     0.00043 ,     0.00070 ,     0.00002 ,     5.77920
   657.13483 ,   784.57869 ,   133.65037 ,     0.00085 ,    -0.00086 ,    -0.00035 ,     4.08614
   717.56333 ,   704.97654 ,   140.54907 ,     0.00032 ,     0.00021 ,    -0.00053 ,     4.29017
   713.31193 ,   698.13211 ,   -89.49590 ,    -0.00068 ,     0.00041 ,    -0.00050 ,     5.57047
   739.10457 ,   749.42283 ,   -42.32966 ,    -0.00065 ,    -0.00029 ,     0.00016 ,     5.00626
   745.18713 ,   591.86166 ,   -29.67723 ,    -0.00026 ,     0.00039 ,     0.00048 ,     5.47357
   730.94113 ,   750.75811 ,   -67.76431 ,    -0.00020 ,     0.00091 ,    -0.00092 ,     5.83104
   682.95476 ,   718.69765 ,   -73.61141 ,     0.00016 ,    -0.00043 ,    -0.00084 ,     4.14774
   746.71840 ,   713.20941 ,   -72.30467 ,     0.00013 ,     0.00050 ,    -0.00044 ,     4.53587
   751.95654 ,   635.03575 ,  -159.36322 ,    -0.00042 ,    -0.00077 ,    -0.00065 ,     4.67083
   675.64071 ,   668.37800 ,  -178.83307 ,     0.00074 ,    -0.00060 ,    -0.00069 ,     4.09047
   653.89126 ,   668.92020 ,    31.10315 ,     0.00036 ,     0.00064 ,    -0.00085 ,     4.94569
   650.36282 ,   827.26163 ,   -45.65562 ,    -0.00100 ,    -0.00058 ,    -0.00085 ,     4.40998
   762.86796 ,   644.11439 ,   -47.00153 ,    -0.00067 ,    -0.00057 ,    -0.00059 ,     5.58259
   694.67325 ,   780.42347 ,    32.24349 ,    -0.00025 ,     0.00000 ,     0.00084 ,     5.11738
   715.79949 ,   678.99064 ,    59.13315 ,    -0.00055 ,    -0.00066 ,    -0.00077 ,     4.94441
   790.41153 ,   690.71636 ,   -35.70477 ,     0.00069 ,    -0.00018 ,     0.00075 ,     5.57546
   735.24724 ,   804.05821 ,   -29.85493 ,     0.00029 ,    -0.00064 ,    -0.00093 ,     5.07520
   511.42562 ,   705.96806 ,    28.59749 ,    -0.00033 ,    -0.00072 ,    -0.00096 ,     5.12426
   628.22311 ,   745.13760 ,    94.49260 ,    -0.00016 ,     0.00065 ,     0.00061 ,     4.19042
   724.38329 ,   581.77736 ,   -22.34498 ,     0.00066 ,     0.00060 ,    -0.00004 ,     4.24133
   637.42990 ,   679.12374 ,    40.25174 ,     0.00069 ,    -0.00066 ,     0.00076 ,     5.08490
   606.10597 ,   866.00793 ,     4.80178 ,    -0.00068 ,    -0.00079 ,    -0.00006 ,     4.12602
   692.74743 ,   605.90856 ,    -4.13392 ,     0.00075 ,     0.00005 ,    -0.00017 ,     4.38533
   774.38905 ,   737.23099 ,   -70.63351 ,     0.00024 ,     0.00063 ,    -0.00075 ,     5.99539
   702.52366 ,   729.52119 ,    78.67818 ,    -0.00029 ,     0.00009 ,    -0.00081 ,     5.71272
   609.82398 ,   765.65750 ,   105.71730 ,    -0.00059 ,     0.00015 ,     0.00096 ,     4.88037
   706.15088 ,   736.10562 ,   -53.55039 ,    -0.00073 ,     0.00037 ,    -0.00007 ,     4.38048
   690.88447 ,   632.81942 ,     6.58496 ,     0.00013 ,     0.00085 ,    -0.00033 ,     5.63438
   618.83560 ,   769.62159 ,    -4.49267 ,     0.00013 ,     0.00012 ,     0.00003 ,     4.88164
   605.00518 ,   705.23798 ,    32.95359 ,     0.00050 ,    -0.00094 ,     0.00003 ,     4.05616
   693.49811 ,   563.51398 ,    34.19034 ,    -0.00079 ,    -0.00084 ,    -0.00050 ,     4.29779
   650.68682 ,   740.58203 ,   109.42605 ,     0.00066 ,     0.00084 ,     0.00006 ,     5.18556
   599.76089 ,   748.26896 ,    -1.29553 ,     0.00003 ,    -0.00028 ,    -0.00002 ,     5.75388
   626.11957 ,   751.21187 ,  -166.39723 ,     0.00045 ,     0.00078 ,     0.00021 ,     5.92801
   674.88931 ,   752.99614 ,    13.97593 ,    -0.00093 ,     0.00083 ,     0.00060 ,     5.89420
   694.59925 ,   625.49379 ,   -23.84827 ,     0.00041 ,     0.00035 ,    -0.00008 ,     4.99825
   821.15309 ,   751.66511 ,  -124.01657 ,    -0.00004 ,    -0.00057 ,     0.00097 ,     4.90395
   738.84361 ,   546.10521 ,    51.11324 ,    -0.00021 ,     0.00065 ,     0.00065 ,     5.62217
   742.82155 ,   669.63305 ,   -11.64020 ,    -0.00025 ,     0.00037 ,    -0.00098 ,     4.55243
   673.38182 ,   704.72253 ,    86.05974 ,     0.00043 ,     0.00014 ,    -0.00042 ,     5.49062
   653.63213 ,   723.79059 ,  -126.55482 ,     0.00037 ,    -0.00043 ,    -0.00043 ,     4.30647
   671.33692 ,   646.40173 ,  -134.73853 ,    -0.00084 ,    -0.00076 ,    -0.00031 ,     5.44910
   629.66801 ,   576.04760 ,   -98.12709 ,    -0.00063 ,     0.00012 ,     0.00064 ,     5.74904
   598.82092 ,   803.71279 ,    15.92613 ,     0.00086 ,    -0.00083 ,     0.00031 ,     4.67899
   661.72123 ,   776.71980 ,  -157.95358 ,     0.00095 ,    -0.00086 ,     0.00003 ,     5.18035
   670.61069 ,   602.04610 ,    69.18202 ,     0.00061 ,    -0.00037 ,     0.00049 ,     5.71039
   678.32426 ,   712.08185 ,   -37.05550 ,     0.00058 ,    -0.00021 ,     0.00029 ,     4.90079
   767.39602 ,   721.89245 ,    -5.21972 ,     0.00013 ,     0.00089 ,     0.00013 ,     5.39376
   667.55755 ,   683.09199 ,   166.47350 ,     0.00022 ,     0.00087 ,     0.00054 ,     4.20843
   756.95867 ,   699.37027 ,  -126.01916 ,    -0.00068 ,     0.00084 ,     0.00086 ,     5.54639
   685.21745 ,   749.06068 ,   -44.29493 ,     0.00076 ,    -0.00080 ,     0.00085 ,     5.58927
